Date,Open,High,Low,Close,Volume
10-Jan-12,88.00,90.80,86.40,89.80,11262
9-Jan-12,95.10,96.10,92.70,93.70,6333
6-Jan-12,98.10,102.00,94.60,96.60,8680
5-Jan-12,107.40,109.20,99.50,99.78,18185
4-Jan-12,111.90,113.30,104.50,104.60,9955
3-Jan-12,111.70,111.70,107.50,108.80,7977
30-Dec-11,-,-,-,121.60,0
29-Dec-11,122.40,122.40,117.90,117.90,2551
28-Dec-11,113.30,123.80,113.30,123.80,5399
27-Dec-11,115.00,115.80,112.10,114.70,1020
23-Dec-11,-,-,-,116.60,0
22-Dec-11,105.90,112.30,101.80,110.70,4991
21-Dec-11,125.60,128.80,110.40,110.80,13875
20-Dec-11,132.70,132.70,127.50,128.10,9424
19-Dec-11,145.50,146.90,139.50,145.40,4982
16-Dec-11,140.80,152.30,140.50,148.70,5669
15-Dec-11,151.20,154.50,146.50,150.40,3755
14-Dec-11,161.40,169.40,157.40,162.50,6275
13-Dec-11,156.70,168.30,150.10,161.90,3645
12-Dec-11,169.10,175.00,163.20,163.20,1667
9-Dec-11,183.80,184.20,162.10,162.80,4582
8-Dec-11,182.60,191.10,180.60,189.00,3074
7-Dec-11,167.50,179.70,167.50,173.00,4487
6-Dec-11,164.20,166.30,160.00,162.70,3731
5-Dec-11,151.20,167.20,151.00,164.20,3650
2-Dec-11,156.40,165.50,151.00,164.70,4418
1-Dec-11,175.00,175.00,163.50,165.66,908
30-Nov-11,183.20,185.40,173.10,173.60,4557
29-Nov-11,216.10,219.00,207.80,211.00,2500
28-Nov-11,211.10,224.90,207.50,220.27,4107
25-Nov-11,239.00,243.50,230.20,243.50,1159
23-Nov-11,-,-,-,237.40,0
22-Nov-11,229.70,234.20,217.10,217.81,2980
21-Nov-11,245.10,246.00,225.80,227.31,4602
18-Nov-11,224.50,237.70,221.80,221.80,4787
17-Nov-11,220.70,245.50,216.90,238.10,5525
16-Nov-11,210.60,220.00,196.00,217.40,7766
15-Nov-11,210.10,213.00,194.90,198.20,3982
14-Nov-11,198.60,208.50,198.00,202.10,760
11-Nov-11,195.10,195.10,190.50,192.87,1593
10-Nov-11,212.50,231.90,209.50,210.40,4097
9-Nov-11,202.80,243.50,200.60,240.90,7741
8-Nov-11,188.80,198.40,175.77,175.77,1426
7-Nov-11,199.90,210.00,194.06,194.06,2866
4-Nov-11,200.20,211.90,195.00,197.70,1915
3-Nov-11,198.10,222.60,189.40,190.53,6573
2-Nov-11,207.60,225.10,205.70,210.26,2930
1-Nov-11,226.10,233.90,210.30,224.10,7276
31-Oct-11,156.40,173.30,154.40,173.30,3162
28-Oct-11,150.80,153.10,142.90,142.90,1350
27-Oct-11,157.30,165.30,143.70,145.50,2334
26-Oct-11,198.30,220.10,196.90,198.35,357
25-Oct-11,195.70,216.70,195.70,215.50,1145
24-Oct-11,211.70,211.70,189.80,190.60,730
21-Oct-11,225.40,227.00,217.00,217.00,1023
20-Oct-11,244.20,260.00,240.00,241.52,923
19-Oct-11,210.00,243.80,206.70,241.10,1102
18-Oct-11,230.80,246.20,208.00,217.00,1152
17-Oct-11,192.90,232.50,192.90,232.50,2585
14-Oct-11,195.60,206.10,191.40,194.80,520
13-Oct-11,221.70,233.70,216.10,216.10,240
12-Oct-11,232.40,232.40,208.30,214.60,472
11-Oct-11,261.70,262.10,249.30,251.00,660
10-Oct-11,274.90,275.20,259.90,259.90,1170
7-Oct-11,284.30,309.60,284.20,294.20,617
6-Oct-11,301.90,312.60,290.00,290.00,2011
5-Oct-11,329.10,331.40,302.30,302.30,170
4-Oct-11,404.50,408.00,343.00,343.00,102
